Row,Write,kill API,chdir API,Accept,B/M/M,Connect,network_http,clone API,Rename,Read,postgresql,S/P,execve API,Label
387,2,0,0,2,48,0,2,0,0,18,0,2,0,0
388,1202,0,0,14,100,0,610,0,0,1824,0,1196,0,0
389,1202,0,0,14,108,0,610,0,0,1825,0,1190,0,0
390,0,0,0,0,0,0,0,0,0,4,0,0,0,0
391,1000,0,0,10,94,0,504,0,0,1528,0,994,0,0
392,1000,0,0,10,102,0,504,0,0,1531,0,994,0,0
393,2,0,0,2,48,0,2,0,0,18,0,2,0,0
394,1002,0,0,12,106,0,510,0,0,1524,0,994,0,0
395,1002,0,0,12,102,0,510,0,0,1523,0,1002,0,0
396,2,0,0,2,26,0,1,0,0,18,0,2,0,0
397,1202,0,0,14,104,0,605,0,0,1833,0,1196,0,0
398,1102,0,0,12,104,0,555,0,0,1681,0,1094,0,0
399,0,0,0,0,22,0,1,0,0,4,0,0,0,0
400,1000,0,0,10,98,0,509,0,0,1519,0,994,0,0
401,1000,0,0,10,96,0,509,0,0,1523,0,994,0,0
402,2,0,0,2,26,0,1,0,0,18,0,2,0,0
403,1002,0,0,12,120,0,509,0,0,1535,0,1008,0,0
404,1076,0,0,14,124,0,547,0,0,1647,0,1066,0,0
405,0,0,0,0,22,0,1,0,0,4,0,0,0,0
406,1000,0,0,10,86,0,505,0,0,1530,0,992,0,0
407,1000,0,0,10,92,0,505,0,0,1529,0,992,0,0
408,2,0,0,2,48,0,2,0,0,20,0,2,0,0
409,1002,0,0,12,92,0,509,0,0,1522,0,994,0,0
410,1002,0,0,12,94,0,509,0,0,1525,0,994,0,0
411,0,0,0,0,0,0,0,0,0,2,0,0,0,0
412,1036,0,0,12,98,0,523,0,0,1584,0,1030,0,0
413,1156,0,0,12,92,0,583,0,0,1763,0,1144,0,0
414,2,0,0,2,48,0,2,0,0,20,0,2,0,0
415,1000,0,0,12,120,0,509,0,0,1533,0,996,0,0
416,1002,0,0,12,126,0,509,0,0,1534,0,992,0,0
417,0,0,0,0,0,0,0,0,0,2,0,0,0,0
418,1000,0,0,10,92,0,509,0,0,1519,0,992,0,0
419,1000,0,0,10,100,0,509,0,0,1522,0,994,0,0
420,2,0,0,2,48,0,2,0,0,20,0,2,0,0
421,1188,0,0,14,96,0,599,0,0,1813,0,1178,0,0
422,1202,0,0,14,106,0,605,0,0,1834,0,1192,0,0
423,0,0,0,0,0,0,0,0,0,4,0,0,0,0
424,998,0,0,10,116,0,508,0,0,1529,0,1000,0,0
425,1000,0,0,10,114,0,509,0,0,1531,0,996,0,0
426,2,0,0,2,48,0,2,0,0,18,0,2,0,0
427,1002,0,0,12,70,0,505,0,0,1520,0,996,0,0
428,1002,0,0,12,82,0,505,0,0,1523,0,992,0,0
429,0,0,0,0,0,0,0,0,0,4,0,0,0,0
430,1200,0,0,12,120,0,609,0,0,1832,0,1196,0,0
431,1200,0,0,12,130,0,609,0,0,1833,0,1190,0,0
432,2,0,0,2,48,0,2,0,0,18,0,2,0,0
433,1002,0,0,12,90,0,510,0,0,1524,0,992,0,0
434,1002,0,0,12,102,0,510,0,0,1523,0,992,0,0
435,0,0,0,0,0,0,0,0,0,4,0,0,0,0
436,1000,0,0,10,96,0,504,0,0,1528,0,992,0,0
437,1000,0,0,10,92,0,504,0,0,1531,0,992,0,0
438,0,0,0,0,22,0,1,0,0,4,0,0,0,0
439,1198,0,0,12,98,0,609,0,0,1817,0,1190,0,0
440,1200,0,0,12,100,0,609,0,0,1823,0,1194,0,0
441,2,0,0,2,26,0,1,0,0,18,0,2,0,0
442,1002,0,0,12,90,0,505,0,0,1533,0,992,0,0
443,1002,0,0,12,98,0,505,0,0,1531,0,992,0,0
444,0,0,0,0,22,0,1,0,0,4,0,0,0,0
445,1000,0,0,10,86,0,509,0,0,1519,0,990,0,0
446,1000,0,0,10,104,0,509,0,0,1523,0,990,0,0
447,2,0,0,2,26,0,1,0,0,18,0,2,0,0
448,1200,0,0,14,114,0,609,0,0,1833,0,1198,0,0
449,1202,0,0,14,130,0,609,0,0,1836,0,1190,0,0
450,0,0,0,0,0,0,0,0,0,2,0,0,0,0
451,1000,0,0,10,86,0,505,0,0,1530,0,994,0,0
452,1000,0,0,10,100,0,505,0,0,1529,0,992,0,0
453,2,0,0,2,48,0,2,0,0,20,0,2,0,0
454,1002,0,0,12,96,0,509,0,0,1522,0,996,0,0
455,1002,0,0,12,104,0,509,0,0,1525,0,992,0,0
456,0,0,0,0,0,0,0,0,0,2,0,0,0,0
457,1200,0,0,12,92,0,605,0,0,1830,0,1194,0,0
458,1000,0,0,10,76,0,505,0,0,1520,0,994,0,0
459,2,0,0,2,48,0,2,0,0,20,0,2,0,0
460,1002,0,0,12,124,0,509,0,0,1535,0,994,0,0
461,1002,0,0,12,118,0,509,0,0,1534,0,994,0,0
462,0,0,0,0,0,0,0,0,0,4,0,0,0,0
463,1000,0,0,10,94,0,509,0,0,1519,0,990,0,0
464,1012,0,0,12,122,0,516,0,0,1552,0,1006,0,0
465,2,0,0,2,48,0,2,0,0,18,0,2,0,0
466,1145,0,0,12,78,0,577,0,0,1734,0,1138,0,0
467,1090,0,0,12,74,0,549,0,0,1655,0,1080,0,0
468,0,0,0,0,0,0,0,0,0,4,0,0,0,0
469,1000,0,0,10,118,0,509,0,0,1532,0,992,0,0
470,1000,0,0,10,120,0,509,0,0,1531,0,992,0,0
471,2,0,0,2,48,0,2,0,0,18,0,2,0,0
472,1005,0,0,14,78,0,507,0,0,1526,0,1002,0,0
473,1154,0,0,14,80,0,581,0,0,1751,0,1144,0,0
474,0,0,0,0,0,0,0,0,0,4,0,0,0,0
475,1000,0,0,10,118,0,509,0,0,1530,0,994,0,0
476,1000,0,0,10,114,0,509,0,0,1533,0,992,0,0
477,2,0,0,2,48,0,2,0,0,18,0,2,0,0
478,1002,0,0,12,100,0,510,0,0,1524,0,992,0,0
479,1002,0,0,12,102,0,510,0,0,1523,0,992,0,0
480,2,0,0,2,26,0,1,0,0,18,0,2,0,0
481,1202,0,0,14,102,0,605,0,0,1833,0,1192,0,0
482,1202,0,0,14,108,0,605,0,0,1834,0,1194,0,0
483,0,0,0,0,22,0,1,0,0,4,0,0,0,0
484,1000,0,0,10,94,0,509,0,0,1522,0,1012,0,0
485,1000,0,0,10,102,0,509,0,0,1523,0,1002,0,0
486,2,0,0,2,26,0,1,0,0,18,0,2,0,0
487,1002,0,0,12,90,0,505,0,0,1531,0,992,0,0
488,1002,0,0,12,100,0,505,0,0,1531,0,996,0,0
489,0,0,0,0,22,0,1,0,0,4,0,0,0,0
490,1200,0,0,12,127,0,609,0,0,1834,0,1188,0,0
491,1200,0,0,12,128,0,609,0,0,1834,0,1190,0,0
492,2,0,0,2,48,0,2,0,0,20,0,2,0,0
493,1002,0,0,12,106,0,509,0,0,1525,0,992,0,0
494,1002,0,0,12,96,0,509,0,0,1525,0,992,0,0
495,0,0,0,0,0,0,0,0,0,2,0,0,0,0
496,1000,0,0,10,92,0,505,0,0,1529,0,990,0,0
497,1000,0,0,10,98,0,505,0,0,1529,0,992,0,0
498,2,0,0,2,48,0,2,0,0,20,0,2,0,0
499,1202,0,0,14,128,0,609,0,0,1836,0,1196,0,0
500,1202,0,0,14,120,0,609,0,0,1836,0,1190,0,0
501,0,0,0,0,0,0,0,0,0,2,0,0,0,0
502,1000,0,0,10,74,0,505,0,0,1520,0,994,0,0
503,1000,0,0,10,72,0,505,0,0,1520,0,998,0,0
504,2,0,0,2,48,0,2,0,0,20,0,2,0,0
505,1002,0,0,12,100,0,505,0,0,1532,0,994,0,0
506,1002,0,0,12,94,0,505,0,0,1532,0,998,0,0
507,0,0,0,0,0,0,0,0,0,4,0,0,0,0
508,1198,0,0,12,118,0,608,0,0,1830,0,1190,0,0
509,1106,0,0,10,116,0,562,0,0,1690,0,1100,0,0
510,2,0,0,2,48,0,2,0,0,18,0,2,0,0
511,1002,0,0,12,80,0,505,0,0,1523,0,992,0,0
512,1002,0,0,12,80,0,505,0,0,1523,0,992,0,0
513,0,0,0,0,0,0,0,0,0,4,0,0,0,0
514,1000,0,0,10,122,0,509,0,0,1531,0,992,0,0
515,1008,0,0,12,128,0,513,0,0,1545,0,996,0,0
516,2,0,0,2,48,0,2,0,0,18,0,2,0,0
517,1112,0,0,12,89,0,565,0,0,1688,0,1104,0,0
518,1002,0,0,12,94,0,510,0,0,1522,0,994,0,0
519,0,0,0,0,0,0,0,0,0,4,0,0,0,0
520,1000,0,0,10,100,0,504,0,0,1531,0,994,0,0
521,1000,0,0,10,98,0,504,0,0,1531,0,992,0,0
522,2,0,0,2,48,0,2,0,0,20,0,2,0,0
523,1002,0,0,12,102,0,510,0,0,1523,0,992,0,0
524,1102,0,0,14,106,0,560,0,0,1673,0,1096,0,0
525,2,0,0,2,26,0,1,0,0,18,0,2,0,0
526,1002,0,0,12,90,0,505,0,0,1531,0,994,0,0
527,1002,0,0,12,102,0,505,0,0,1531,0,992,0,0
528,0,0,0,0,22,0,1,0,0,4,0,0,0,0
529,1000,0,0,10,94,0,509,0,0,1523,0,996,0,0
530,1000,0,0,10,96,0,509,0,0,1522,0,990,0,0
531,2,0,0,2,26,0,1,0,0,18,0,2,0,0
532,1163,0,0,14,118,0,590,0,0,1777,0,1152,0,0
533,1202,0,0,14,128,0,609,0,0,1835,0,1194,0,0
534,0,0,0,0,22,0,1,0,0,4,0,0,0,0
535,1000,0,0,10,92,0,505,0,0,1529,0,992,0,0
536,1000,0,0,10,102,0,505,0,0,1529,0,996,0,0
537,2,0,0,2,48,0,2,0,0,20,0,2,0,0
538,1002,0,0,12,96,0,509,0,0,1525,0,994,0,0
539,1002,0,0,12,94,0,509,0,0,1524,0,998,0,0
540,0,0,0,0,0,0,0,0,0,2,0,0,0,0
541,1200,0,0,12,94,0,605,0,0,1831,0,1190,0,0
542,1200,0,0,12,94,0,605,0,0,1831,0,1188,0,0
543,2,0,0,2,48,0,2,0,0,20,0,2,0,0
544,1002,0,0,12,116,0,509,0,0,1534,0,1002,0,0
545,1002,0,0,12,118,0,510,0,0,1533,0,1000,0,0
546,0,0,0,0,0,0,0,0,0,2,0,0,0,0
547,1000,0,0,10,90,0,509,0,0,1522,0,992,0,0
548,1000,0,0,10,90,0,509,0,0,1522,0,994,0,0
549,2,0,0,2,48,0,2,0,0,20,0,2,0,0
550,1202,0,0,14,102,0,605,0,0,1834,0,1190,0,0
551,1202,0,0,14,106,0,606,0,0,1833,0,1190,0,0
552,0,0,0,0,0,0,0,0,0,4,0,0,0,0
553,1000,0,0,10,114,0,509,0,0,1531,0,992,0,0
554,1000,0,0,10,120,0,509,0,0,1531,0,990,0,0
555,2,0,0,2,48,0,2,0,0,18,0,2,0,0
556,1002,0,0,12,74,0,505,0,0,1523,0,992,0,0
557,1002,0,0,12,78,0,506,0,0,1522,0,992,0,0
558,0,0,0,0,0,0,0,0,0,4,0,0,0,0
559,1026,0,0,10,122,0,522,0,0,1572,0,1018,0,0
560,1010,0,0,10,124,0,513,0,0,1548,0,1008,0,0
561,2,0,0,2,48,0,2,0,0,20,0,2,0,0
562,1002,0,0,12,100,0,510,0,0,1522,0,992,0,0
563,1002,0,0,12,102,0,510,0,0,1522,0,996,0,0
564,2,0,0,2,26,0,1,0,0,18,0,2,0,0
565,1082,0,0,14,98,0,545,0,0,1653,0,1070,0,0
566,1190,0,0,14,106,0,599,0,0,1816,0,1188,0,0
567,0,0,0,0,22,0,1,0,0,4,0,0,0,0
568,1000,0,0,10,90,0,509,0,0,1522,0,992,0,0
569,1000,0,0,10,90,0,509,0,0,1522,0,994,0,0
570,2,0,0,2,26,0,1,0,0,18,0,2,0,0
571,1002,0,0,12,90,0,505,0,0,1531,0,994,0,0
572,1002,0,0,12,94,0,505,0,0,1531,0,992,0,0
573,0,0,0,0,22,0,1,0,0,4,0,0,0,0
574,1200,0,0,12,121,0,609,0,0,1833,0,1188,0,0
575,1200,0,0,12,124,0,609,0,0,1833,0,1188,0,0
576,2,0,0,2,36,0,2,0,0,20,0,2,0,0
577,1002,0,0,12,90,0,510,0,0,1524,0,1000,0,0
578,1002,0,0,12,100,0,510,0,0,1524,0,998,0,0
579,0,0,0,0,0,0,0,0,0,2,0,0,0,0
580,1000,0,0,10,94,0,505,0,0,1529,0,992,0,0
581,1000,0,0,10,102,0,504,0,0,1529,0,992,0,0
582,2,0,0,2,48,0,2,0,0,20,0,2,0,0
583,1202,0,0,14,116,0,609,0,0,1835,0,1190,0,0
584,1202,0,0,14,128,0,610,0,0,1835,0,1194,0,0
585,0,0,0,0,0,0,0,0,0,2,0,0,0,0
586,1000,0,0,10,74,0,505,0,0,1520,0,990,0,0
587,1000,0,0,10,78,0,504,0,0,1520,0,994,0,0
588,2,0,0,2,48,0,2,0,0,20,0,2,0,0
589,1002,0,0,12,120,0,510,0,0,1533,0,996,0,0
590,1002,0,0,12,120,0,510,0,0,1533,0,992,0,0
591,0,0,0,0,0,0,0,0,0,4,0,0,0,0
592,1200,0,0,12,126,0,609,0,0,1833,0,1190,0,0
593,1060,0,0,10,124,0,538,0,0,1621,0,1054,0,0
594,2,0,0,2,48,0,2,0,0,18,0,2,0,0
595,1002,0,0,12,68,0,505,0,0,1522,0,998,0,0
596,1002,0,0,12,78,0,506,0,0,1522,0,1002,0,0
597,0,0,0,0,0,0,0,0,0,4,0,0,0,0
598,1000,0,0,10,112,0,509,0,0,1531,0,994,0,0
599,1098,0,0,12,116,0,558,0,0,1680,0,1090,0,0
600,2,0,0,2,48,0,2,0,0,18,0,2,0,0
601,1050,0,0,12,80,0,529,0,0,1591,0,1046,0,0
602,1002,0,0,12,76,0,506,0,0,1520,0,1000,0,0
603,0,0,0,0,0,0,0,0,0,4,0,0,0,0
604,1000,0,0,10,94,0,504,0,0,1531,0,994,0,0
605,1000,0,0,10,100,0,504,0,0,1531,0,990,0,0
606,2,0,0,2,48,0,2,0,0,20,0,2,0,0
607,1114,0,0,14,100,0,567,0,0,1693,0,1110,0,0
608,1190,0,0,14,106,0,604,0,0,1807,0,1184,0,0
609,2,0,0,2,26,0,1,0,0,18,0,2,0,0
610,1000,0,0,12,98,0,504,0,0,1528,0,997,0,0
611,1002,0,0,12,100,0,505,0,0,1531,0,992,0,0
612,0,0,0,0,22,0,1,0,0,4,0,0,0,0
613,1000,0,0,10,98,0,509,0,0,1522,0,996,0,0
614,1000,0,0,10,98,0,509,0,0,1522,0,990,0,0
615,2,0,0,2,26,0,1,0,0,18,0,2,0,0
616,1202,0,0,14,128,0,610,0,0,1835,0,1194,0,0
617,1202,0,0,14,122,0,610,0,0,1835,0,1192,0,0
618,0,0,0,0,22,0,1,0,0,4,0,0,0,0
619,1000,0,0,10,100,0,504,0,0,1529,0,992,0,0
620,1000,0,0,10,94,0,504,0,0,1529,0,992,0,0
621,2,0,0,2,48,0,2,0,0,20,0,2,0,0
622,1002,0,0,12,92,0,510,0,0,1524,0,994,0,0
623,1002,0,0,12,98,0,510,0,0,1524,0,996,0,0
624,0,0,0,0,0,0,0,0,0,2,0,0,0,0
625,1200,0,0,12,102,0,604,0,0,1831,0,1188,0,0
626,1200,0,0,12,104,0,604,0,0,1831,0,1190,0,0
627,2,0,0,2,48,0,2,0,0,20,0,2,0,0
628,1002,0,0,12,120,0,510,0,0,1533,0,996,0,0
629,1002,0,0,12,122,0,510,0,0,1533,0,992,0,0
630,0,0,0,0,0,0,0,0,0,2,0,0,0,0
631,1000,0,0,10,100,0,508,0,0,1522,0,996,0,0
632,1000,0,0,10,98,0,508,0,0,1522,0,992,0,0
633,2,0,0,2,48,0,2,0,0,20,0,2,0,0
634,1202,0,0,14,106,0,606,0,0,1833,0,1196,0,0
635,1202,0,0,14,106,0,606,0,0,1833,0,1190,0,0
636,0,0,0,0,0,0,0,0,0,4,0,0,0,0
637,1000,0,0,10,120,0,508,0,0,1531,0,992,0,0
638,1000,0,0,10,120,0,508,0,0,1531,0,994,0,0
639,2,0,0,2,48,0,2,0,0,18,0,2,0,0
640,1002,0,0,12,72,0,506,0,0,1522,0,994,0,0
641,1002,0,0,14,74,0,507,0,0,1522,0,994,0,0
642,0,0,0,0,0,0,0,0,0,4,0,0,0,0
643,1055,0,0,10,118,0,536,0,0,1615,0,1048,0,0
644,1024,0,0,10,118,0,520,0,0,1569,0,1018,0,0
645,2,0,0,2,48,0,2,0,0,20,0,2,0,0
646,1002,0,0,12,94,0,510,0,0,1522,0,994,0,0
647,1002,0,0,12,90,0,510,0,0,1522,0,994,0,0
648,2,0,0,2,26,0,1,0,0,18,0,2,0,0
649,1184,0,0,14,100,0,596,0,0,1806,0,1174,0,0
650,1202,0,0,14,106,0,605,0,0,1834,0,1192,0,0
651,0,0,0,0,22,0,1,0,0,4,0,0,0,0
652,1000,0,0,10,90,0,509,0,0,1522,0,994,0,0
653,1000,0,0,10,100,0,509,0,0,1522,0,990,0,0
654,2,0,0,2,26,0,1,0,0,18,0,2,0,0
655,1002,0,0,12,90,0,505,0,0,1531,0,1000,0,0
656,1002,0,0,12,98,0,505,0,0,1531,0,994,0,0
657,0,0,0,0,22,0,1,0,0,4,0,0,0,0
658,1200,0,0,12,116,0,609,0,0,1833,0,1192,0,0
659,1200,0,0,12,122,0,609,0,0,1833,0,1190,0,0
660,2,0,0,2,48,0,2,0,0,20,0,2,0,0
661,1002,0,0,12,90,0,510,0,0,1524,0,996,0,0
662,1002,0,0,12,98,0,510,0,0,1524,0,992,0,0
663,0,0,0,0,0,0,0,0,0,2,0,0,0,0
664,1000,0,0,10,90,0,504,0,0,1529,0,1002,0,0
665,1000,0,0,10,98,0,504,0,0,1529,0,996,0,0
666,2,0,0,2,48,0,2,0,0,20,0,2,0,0
667,1202,0,0,14,117,0,610,0,0,1835,0,1192,0,0
668,1202,0,0,14,128,0,610,0,0,1835,0,1192,0,0
669,0,0,0,0,0,0,0,0,0,2,0,0,0,0
670,1000,0,0,10,72,0,504,0,0,1520,0,994,0,0
671,1000,0,0,10,76,0,504,0,0,1520,0,992,0,0
672,0,0,0,0,0,0,0,0,0,4,0,0,0,0
673,400,0,0,4,74,0,207,0,0,617,0,396,0,0
674,400,0,0,4,78,0,207,0,0,617,0,400,0,0
675,0,0,0,0,0,0,0,0,0,3,0,0,0,0
676,0,0,0,0,0,0,0,0,0,4,0,0,0,0
677,0,0,0,0,0,0,0,0,0,4,0,0,0,0
678,0,0,0,0,0,0,0,0,0,2,0,0,0,0
679,0,0,0,0,0,0,0,0,0,2,0,0,0,0
680,0,0,0,0,0,0,0,0,0,2,0,0,0,0
681,0,0,0,0,0,0,0,0,0,4,0,0,0,0
682,0,0,0,0,0,0,0,0,0,4,0,0,0,0
683,0,0,0,0,0,0,0,0,0,4,0,0,0,0
684,0,0,0,0,0,0,0,0,0,2,0,0,0,0
685,0,0,0,0,0,0,0,0,0,2,0,0,0,0
686,0,0,0,0,0,0,0,0,0,2,0,0,0,0
687,0,0,0,0,0,0,0,0,0,4,0,0,0,0
688,0,0,0,0,0,0,0,0,0,4,0,0,0,0
689,0,0,0,0,0,0,0,0,0,4,0,0,0,0
690,0,0,0,0,0,0,0,0,0,4,0,0,0,0
691,0,0,0,0,0,0,0,0,0,4,0,0,0,0
692,0,0,0,0,0,0,0,0,0,4,0,0,0,0
693,0,0,0,0,0,0,0,0,0,2,0,0,0,0
694,0,0,0,0,0,0,0,0,0,2,0,0,0,0
695,0,0,0,0,0,0,0,0,0,2,0,0,0,0
696,0,0,0,0,0,0,0,0,0,4,0,0,0,0
697,0,0,0,0,0,0,0,0,0,4,0,0,0,0
698,0,0,0,0,0,0,0,0,0,4,0,0,0,0
699,0,0,0,0,0,0,0,0,0,2,0,0,0,0
700,0,0,0,0,0,0,0,0,0,2,0,0,0,0
701,0,0,0,0,0,0,0,0,0,2,0,0,0,0
702,0,0,0,0,0,0,0,0,0,4,0,0,0,0
703,0,0,0,0,0,0,0,0,0,4,0,0,0,0
704,0,0,0,0,0,0,0,0,0,4,0,0,0,0
705,0,0,0,0,0,0,0,0,0,4,0,0,0,0
706,0,0,0,0,0,0,0,0,0,4,0,0,0,0
707,0,0,0,0,0,0,0,0,0,4,0,0,0,0
708,0,0,0,0,0,0,0,0,0,2,0,0,0,0
709,0,0,0,0,0,0,0,0,0,2,0,0,0,0
710,0,0,0,0,0,0,0,0,0,2,0,0,0,0
711,0,0,0,0,0,0,0,0,0,4,0,0,0,0
712,0,0,0,0,0,0,0,0,0,4,0,0,0,0
713,0,0,0,0,0,0,0,0,0,4,0,0,0,0
714,0,0,0,0,0,0,0,0,0,2,0,0,0,0
715,0,0,0,0,0,0,0,0,0,2,0,0,0,0
716,0,0,0,0,0,0,0,0,0,2,0,0,0,0
717,0,0,0,0,0,0,0,0,0,4,0,0,0,0
718,0,0,0,0,0,0,0,0,0,4,0,0,0,0
719,0,0,0,0,0,0,0,0,0,4,0,0,0,0
720,1002,0,0,12,90,0,505,0,0,1535,0,1166,0,0
721,1000,0,0,12,104,0,505,0,0,1532,0,1016,0,0
722,1002,0,0,12,102,0,505,0,0,1535,0,1108,0,0
723,1000,0,0,10,64,0,505,0,0,1517,0,1010,0,0
724,1000,0,0,10,88,0,509,0,0,1519,0,1004,0,0
725,1000,0,0,10,94,0,509,0,0,1519,0,1008,0,0
726,2,0,0,2,48,0,2,0,0,18,0,2,0,0
727,1002,0,0,12,98,0,505,0,0,1533,0,1022,0,0
728,1002,0,0,12,96,0,505,0,0,1533,0,1044,0,0
729,2,0,0,2,26,0,1,0,0,20,0,2,0,0
730,1184,0,0,12,122,0,600,0,0,1807,0,1187,0,0
731,1002,0,0,12,122,0,510,0,0,1535,0,1002,0,0
732,0,0,0,0,22,0,1,0,0,2,0,0,0,0
733,1000,0,0,10,70,0,504,0,0,1517,0,1004,0,0
734,1000,0,0,10,74,0,504,0,0,1517,0,1002,0,0
735,2,0,0,2,26,0,1,0,0,20,0,2,0,0
736,1002,0,0,12,122,0,510,0,0,1535,0,1012,0,0
737,1002,0,0,12,118,0,510,0,0,1535,0,996,0,0
738,0,0,0,0,22,0,1,0,0,2,0,0,0,0
739,1091,0,0,10,114,0,554,0,0,1668,0,1088,0,0
740,1000,0,0,10,118,0,508,0,0,1532,0,998,0,0
741,2,0,0,2,26,0,1,0,0,18,0,2,0,0
742,1002,0,0,12,72,0,506,0,0,1520,0,1004,0,0
743,1002,0,0,12,78,0,506,0,0,1520,0,1000,0,0
744,0,0,0,0,22,0,1,0,0,4,0,0,0,0
745,1000,0,0,10,108,0,508,0,0,1532,0,990,0,0
746,1040,0,0,12,116,0,528,0,0,1592,0,1040,0,0
747,2,0,0,2,26,0,1,0,0,18,0,2,0,0
748,1002,0,0,12,69,0,506,0,0,1522,0,996,0,0
749,1002,0,0,12,72,0,506,0,0,1522,0,998,0,0
750,0,0,0,0,22,0,1,0,0,4,0,0,0,0
751,1000,0,0,10,118,0,508,0,0,1530,0,996,0,0
752,1000,0,0,10,108,0,508,0,0,1530,0,992,0,0
753,2,0,0,2,48,0,2,0,0,20,0,2,0,0
754,1002,0,0,12,100,0,510,0,0,1524,0,1010,0,0
755,1146,0,0,14,92,0,582,0,0,1739,0,1152,0,0
756,0,0,0,0,0,0,0,0,0,2,0,0,0,0
757,1000,0,0,10,94,0,504,0,0,1528,0,1014,0,0
758,1000,0,0,10,86,0,504,0,0,1530,0,998,0,0
759,2,0,0,2,48,0,2,0,0,20,0,2,0,0
760,1002,0,0,12,104,0,510,0,0,1522,0,1006,0,0
761,1002,0,0,12,90,0,510,0,0,1522,0,994,0,0
762,0,0,0,0,0,0,0,0,0,2,0,0,0,0
763,1000,0,0,10,96,0,504,0,0,1530,0,1008,0,0
764,1198,0,0,12,88,0,604,0,0,1828,0,1196,0,0
765,2,0,0,2,48,0,2,0,0,20,0,2,0,0
766,1002,0,0,12,118,0,510,0,0,1533,0,1018,0,0
767,1002,0,0,12,112,0,510,0,0,1535,0,1002,0,0
768,0,0,0,0,0,0,0,0,0,2,0,0,0,0
769,1000,0,0,10,104,0,509,0,0,1519,0,1000,0,0
770,1000,0,0,10,86,0,509,0,0,1519,0,992,0,0
771,2,0,0,2,48,0,2,0,0,18,0,2,0,0
772,1002,0,0,12,98,0,505,0,0,1533,0,1014,0,0
773,1202,0,0,14,92,0,605,0,0,1832,0,1192,0,0
774,2,0,0,2,26,0,1,0,0,20,0,2,0,0
775,1000,0,0,12,116,0,510,0,0,1533,0,998,0,0
776,1002,0,0,12,112,0,510,0,0,1535,0,994,0,0
777,0,0,0,0,22,0,1,0,0,2,0,0,0,0
778,1000,0,0,10,64,0,504,0,0,1517,0,1002,0,0
779,1000,0,0,10,80,0,504,0,0,1517,0,990,0,0
780,2,0,0,2,26,0,1,0,0,20,0,2,0,0
781,1109,0,0,14,114,0,564,0,0,1695,0,1122,0,0
782,1202,0,0,14,122,0,610,0,0,1835,0,1214,0,0
783,0,0,0,0,22,0,1,0,0,2,0,0,0,0
784,998,0,0,10,106,0,508,0,0,1530,0,1002,0,0
785,1000,0,0,10,108,0,508,0,0,1532,0,990,0,0
786,2,0,0,2,26,0,1,0,0,18,0,2,0,0
787,1002,0,0,12,68,0,506,0,0,1520,0,998,0,0
788,1002,0,0,12,76,0,506,0,0,1520,0,994,0,0
789,0,0,0,0,22,0,1,0,0,4,0,0,0,0
790,1157,0,0,12,110,0,587,0,0,1767,0,1162,0,0
791,1200,0,0,12,112,0,608,0,0,1832,0,1190,0,0
792,2,0,0,2,26,0,1,0,0,18,0,2,0,0
793,1002,0,0,12,68,0,506,0,0,1522,0,1010,0,0
794,1002,0,0,12,68,0,506,0,0,1522,0,998,0,0
795,0,0,0,0,22,0,1,0,0,4,0,0,0,0
796,1000,0,0,10,86,0,504,0,0,1528,0,998,0,0
797,1000,0,0,10,86,0,504,0,0,1528,0,992,0,0
798,2,0,0,2,48,0,2,0,0,20,0,2,0,0
799,1202,0,0,14,96,0,610,0,0,1822,0,1198,0,0
800,1202,0,0,14,94,0,610,0,0,1824,0,1196,0,0
801,0,0,0,0,0,0,0,0,0,2,0,0,0,0
802,1000,0,0,10,96,0,504,0,0,1530,0,1002,0,0
803,1000,0,0,10,86,0,504,0,0,1530,0,996,0,0
804,2,0,0,2,48,0,2,0,0,20,0,2,0,0
805,1002,0,0,12,90,0,510,0,0,1522,0,1006,0,0
806,1002,0,0,12,90,0,510,0,0,1522,0,992,0,0
807,0,0,0,0,0,0,0,0,0,2,0,0,0,0
808,1198,0,0,12,88,0,604,0,0,1828,0,1196,0,0
809,1200,0,0,12,90,0,604,0,0,1830,0,1192,0,0
810,2,0,0,2,48,0,2,0,0,20,0,2,0,0
811,1002,0,0,12,102,0,505,0,0,1533,0,1002,0,0
812,1002,0,0,12,90,0,505,0,0,1533,0,992,0,0
813,0,0,0,0,0,0,0,0,0,2,0,0,0,0
814,1000,0,0,10,94,0,509,0,0,1519,0,994,0,0
815,1000,0,0,10,86,0,509,0,0,1519,0,992,0,0
816,0,0,0,0,22,0,1,0,0,2,0,0,0,0
817,1200,0,0,12,76,0,604,0,0,1816,0,1192,0,0
818,1114,0,0,10,66,0,561,0,0,1688,0,1106,0,0
819,2,0,0,2,26,0,1,0,0,20,0,2,0,0
820,1002,0,0,12,122,0,510,0,0,1535,0,1004,0,0
821,1002,0,0,12,112,0,510,0,0,1535,0,994,0,0
822,0,0,0,0,22,0,1,0,0,2,0,0,0,0
823,1000,0,0,10,70,0,504,0,0,1517,0,996,0,0
824,1000,0,0,10,64,0,504,0,0,1517,0,992,0,0
825,2,0,0,2,26,0,1,0,0,20,0,2,0,0
826,1202,0,0,14,92,0,606,0,0,1832,0,1196,0,0
827,1008,0,0,12,70,0,509,0,0,1529,0,1000,0,0
828,0,0,0,0,22,0,1,0,0,3,0,0,0,0
